"id","short_citation","year","author","long_citation","url","created_at","updated_at","approved","bibtex"
980,"Parker 1999","1999","Parker, A","Pollen and sediments of Daisy Banks Fen. Excavations at Barrow Hills, Radley, Oxfordshire 1, 1999, 254--67.","","2014-06-11 12:17:51.216165","2014-06-11 12:17:51.216165",,"@article{parker1999pollen,
  title={Pollen and sediments of Daisy Banks Fen},
  author={Parker, A},
  journal={Excavations at Barrow Hills, Radley, Oxfordshire},
  volume={1},
  pages={254--67},
  year={1999}
}"
982,"Bradley 1992","1992","Bradley, Richard","The excavation of an oval barrow beside the Abingdon causewayed enclosure, Oxfordshire.","","2014-06-11 12:38:02.604565","2014-06-11 12:38:02.604565",,"@inproceedings{bradley1992excavation,
  title={The excavation of an oval barrow beside the Abingdon causewayed enclosure, Oxfordshire},
  author={Bradley, Richard},
  booktitle={Proc Prehist Soc},
  volume={58},
  pages={127--42},
  year={1992}
}"
992,"García-Argüelles et al. 2005 ","2005","García-Argüelles, P. / Nadal, J. / Fullola, J.M.","El abrigo del filador (Margalef de Montsant, Tarragona) y su contextualización cultural y cronológica en el nordeste peninsular, Trabajos de Prehistoria 62 (1), Madrid, p. 65-83. ","","2014-06-20 08:44:35.633422","2014-06-20 08:44:35.633422",,""
42,"Ferguson et al. 1966","1966","Ferguson, C. W. / Huber, B. / Suess, H. E.","Determination of the Age of Swiss Lake Dwellings as an Example of Dendrochronologically-Calibrated Radiocarbon Dating. Zeitschrift für Naturforschung 21a, 1966, 1173-1177.","","2010-11-04 12:59:43","2014-04-09 12:31:26.450502",,"
@article{ferguson_determination_1966,
	address = {[S.l.]},
	title = {Determination of the Age of Swiss Lake Dwellings as an Example of Dendrochronologically-Calibrated Radiocarbon Dating},
	abstract = {C14 - Korrelation. Naturwissenschaftlich - Dendrochronologisch - {Ufersiedlung/Moorsiedlung} - Methodik - Schweiz.},
	author = {Ferguson, {C.W} and Huber, Bruno and Suess, Hans Eduard},
	year = {1966},
journal = {Zeitschrift für Naturforschung},
volume = {21a},
pages = {1173-1177}
}"
928,"Stadler 1999","","","","","2014-05-20 13:16:30.398576","2014-05-20 13:16:30.398576",,""
45,"Gall et al. 1983","1983","Gall, Werner / Bach, Adelheid / Barthel, Hans-Joachim/ Lange, Peter","Neolithische Totenhütte bei Wandersleben. Alt-Thüringen 18, 1983, 7-31.","","2010-11-04 12:59:43","2014-04-09 12:42:02.969194",,"
@article{GBV-776125877,
 title = {Neolithische Totenhütte bei Wandersleben},
 journal = {Alt-Thüringen},
 year = {1983},
 volume = {18},
 pages = {7-31}
}"
49,"Gfeller et al. 1961","1961","Gfeller, C. / Oeschger, H. / Schwarz, U.","Bern radiocarbon dates {II.}. Radiocarbon 3 / 1, 2006, 15--25.","","2010-11-04 12:59:43","2014-04-09 13:02:31.955737",,"
@article{gfeller_bern_2006,
	title = {Bern radiocarbon dates {II.}},
	volume = {3},
	issn = {0033-8222},
	doi = {10.2458/azu_js_rc.3.1068},
	abstract = {Bern radiocarbon dates {II.}},
	number = {1},
	urldate = {2014-04-09},
	journal = {Radiocarbon},
	author = {Gfeller, Chr and Oeschger, H. and Schwarz, U.},
	month = mar,
	year = {2006},
	pages = {15--25}
}"
12,"Benecke/Wotzka 1998","1998","Benecke, Norbert / Wotzka, Hans-Peter","Die Tierknochenfunde von der jungneolithischen Höhenanlage mit Grabenwerk ""Auf der Alteburg"" in Dauernheim, Gde. Ranstadt (Wetteraukreis). Germania 76, 1998, 823-838.","","2010-11-04 12:59:43","2014-04-09 13:04:01.06684",,"

@article{GBV-473737809,
 author = {Wotzka, Hans-Peter and Benecke, Norbert},
 title = {Die Tierknochenfunde von der jungneolithischen Höhenanlage mit
Grabenwerk ""Auf der Alteburg"" in Dauernheim, Gde. Ranstadt (Wetteraukreis)},
 journal = {Germania},
 year = {1998},
 volume = {76},
 pages = {823-838},
}"
27,"Delibrias et al. 1974","1974","Delibrias, G. / Guillier, M.T. / Labeyrie, J.","Gif natural radiocarbon measurements {VIII.}. Radiocarbon 16 / 1, 2006, 15--94.","","2010-11-04 12:59:43","2014-04-09 13:11:43.995299",,"
@article{delibrias_gif_2006,
	title = {Gif natural radiocarbon measurements {VIII.}},
	volume = {16},
	issn = {0033-8222},
	doi = {10.2458/azu_js_rc.16.383},
	number = {1},
	journal = {Radiocarbon},
	author = {Delibrias, G. and Guillier, M. T. and Labeyrie, J.},
	year = {2006},
	pages = {15--94},
}"
58,"Hansen 1972","1972","Hansen, Ulla Lund","Mellem-neolitiske jordgrave fra Vindinge på Sjælland. Aarbøger for Nordisk Oldkyndighed og Historie, 1972, 5-70.","","2010-11-04 12:59:43","2014-04-09 13:50:49.905206",,"@article{lund_hansen_mellem-neolitiske_1972,
	title = {Mellem-neolitiske jordgrave fra Vindinge på Sjælland},
	journal = {Aarbøger for Nordisk Oldkyndighed og Historie},
	author = {Lund Hansen, Ulla},
	year = {1972},
pages = {5-70}
}"
63,"Heege/Werben 1994","1994","Heege, Andreas / Werben, Ursula","Nachrichten aus der Ur- und Frühgeschichte. Jahresbericht 1992 der Beauftragten für die Archäologie der Stadt Einbeck und der Archäologischen Denkmalpflege der Stadt Einbeck. Einbecker Jahrbuch 42, 1993, 53-80.","","2010-11-04 12:59:43","2014-04-09 13:59:30.431501",,"@article{GBV-154951783X,
 author = {Werben, Ursula and Heege, Andreas},
 title = {Nachrichten aus der Ur- und Frühgeschichte. Jahresbericht 1992 der
Beauftragten für die Archäologie der Stadt Einbeck und der Archäologischen
Denkmalpflege der Stadt Einbeck},
 journal = {Einbecker Jahrbuch},
 year = {1993},
 volume = {42},
 pages = {53-80}
}"
65,"Hoika 1987","1987","Hoika, Jürgen","Das Mittelneolithikum zur Zeit der Trichterbecherkultur in Nordostholstein : Untersuchungen zu Archäologie und Landschaftsgeschichte ; mit einem Exkurs zu den Ausgrabungen am Flintholm in Bundsø auf Alsen. N.F. Offa-Bücher ; 61 (Neumünster1987).","","2010-11-04 12:59:43","2014-04-09 14:03:52.13315",,"@book{GBV-026611600,
 author = {Hoika, Jürgen},
 editor = {Asmus, Gisela},
 title = {Das Mittelneolithikum zur Zeit der Trichterbecherkultur in
Nordostholstein : Untersuchungen zu Archäologie und Landschaftsgeschichte ;
mit einem Exkurs zu den Ausgrabungen am Flintholm in Bundsø auf Alsen. N.F},
 year = {1987},
 series = {Untersuchungen aus dem Institut für Ur- und Frühgeschichte der
Universität Kiel und dem Archäologischen Landesmuseum der
Christian-Albrechts-Universität, Schleswig sowie dem Landesamt für Vor- und
Frühgeschichte von Schleswig-Holstein, Schleswig},
 series = {Offa-Bücher ; 61},
 address = {Neumünster},
 pages = {270 S., 43 Taf}
}"
69,"Jaguttis-Emden 1988","1988","Jaguttis-Emden, Martin","Bemerkungen zu Kalibration und Interpretation archäologischer {14C-Standarddatierungen}. Acta Praehistorica et Archaeologica / 20, 183--188.","","2010-11-04 12:59:43","2014-04-09 14:25:40.322582",,"@article{jaguttis-emden_bemerkungen_????,
	title = {Bemerkungen zu Kalibration und Interpretation archäologischer {14C-Standarddatierungen}},
	number = {20},
	journal = {Acta Praehistorica et Archaeologica},
	author = {Jaguttis-Emden, M.},
	pages = {183--188},
}"
929,"Stadler 1999","","","","","2014-05-20 13:18:32.392066","2014-05-20 13:18:32.392066",,""
933,"Pavelčík 1992","","","","","2014-05-20 13:26:06.998338","2014-05-20 13:26:06.998338",,""
936,"Stadler 1999","","","","","2014-05-20 13:47:27.713221","2014-05-20 13:47:27.713221",,""
937,"Stadler 1999","","","","","2014-05-20 13:49:23.130444","2014-05-20 13:49:23.130444",,""
940,"Stadler 1999","","","","","2014-05-20 13:54:41.04445","2014-05-20 13:54:41.04445",,""
773,"Steffens2009","2009","J. Steffens","Die neolithischen Fundplätze von Rastorf, Kreis Plön : eine Fallstudie zur Trichterbecherkultur im nördlichen Mitteleuropa am Beispiel eines Siedlungsraumes (Bonn2009).","","2012-02-17 14:16:11.84696","2014-05-21 09:57:30.698527",,"

@book{GBV-606612815,
 author = {Steffens, J.},
 title = {Die neolithischen Fundplätze von Rastorf, Kreis Plön : eine
Fallstudie zur Trichterbecherkultur im nördlichen Mitteleuropa am Beispiel
eines Siedlungsraumes},
 year = {2009},
 address = {Bonn},
}"
985,"Case 1982","1982","Case, HJ","The linear ditches and southern enclosure, North Stoke. Case and Whittle, 1982, 60--75.","","2014-06-11 13:14:52.039726","2014-06-11 13:14:52.039726",,"@article{case1982linear,
  title={The linear ditches and southern enclosure, North Stoke},
  author={Case, HJ},
  journal={Case and Whittle},
  pages={60--75},
  year={1982}
}"
988,"Brickley/Thomas 2004","2004","Brickley, Megan and Thomas, Richard","The young woman and her baby or the juvenile and their dog: re-interpreting osteological material from a Neolithic long barrow. Archaeological Journal 161 / 1-10, 2004.","","2014-06-18 10:32:41.015808","2014-06-18 10:32:41.015808",,"@article{brickley2004young,
  title={The young woman and her baby or the juvenile and their dog: re-interpreting osteological material from a Neolithic long barrow},
  author={Brickley, Megan and Thomas, Richard},
  journal={Archaeological Journal},
  volume={161},
  number={1-10},
  year={2004}
}"
1031,"Zaitseva et al. 2009","2009","Zaitseva","Zaitseva, G., Skripkin, V., Kovaliukh, N., Possnert, G., Dolukhanov, P. Vybornov, A.,
2009, Radiocarbon Dating of Neolithic Pottery, Radiocarbon 51(2), Tucson, 795-801.","","2014-07-01 09:55:38.368365","2014-07-01 09:55:38.368365",,""
64,"Hochuli 1994","1994","Hochuli, Stefan","Arbon-Bleiche : die neolithischen und bronzezeitlichen Seeufersiedlungen ; Ausgrabungen 1885 - 1991. Archäologie im Thurgau ; 2 (Frauenfeld1994).","","2010-11-04 12:59:43","2014-04-09 14:01:51.975454",,"@book{GBV-171582276,
 author = {Hochuli, Stefan},
 title = {Arbon-Bleiche : die neolithischen und bronzezeitlichen
Seeufersiedlungen ; Ausgrabungen 1885 - 1991},
 year = {1994},
 series = {Archäologie im Thurgau ; 2},
 address = {Frauenfeld},
 note = {Literaturverz. S. 183 - 189},
 pages = {33 S}
}"
68,"Jæger/Lauersen 1983","1983","Jæger, A. / Laursen, J.","Lindebjerg and Røjle Mose. Two Early Bronze Age Settlements on Fyn. Journal of Danish archaeology 2, 1983, 102-117 .","","2010-11-04 12:59:43","2014-04-09 14:20:10.520012",,"@article{GBV-557987423,
 author = {Jæger, Anders and Laursen, Jesper},
 title = {Lindebjerg and Røjle Mose. Two Early Bronze Age Settlements on
Fyn},
 journal = {Journal of Danish archaeology},
 year = {1983},
 volume = {2},
 pages = {102-117 },
}"
437,"Borrman et al. 1996","1996","Borrman, H., Engström, E. U., Alexandersen, V., Jonsson, L., Gerdin, A.-L. & Carlsson, G. E. ","Dental conditions and temporomandibular joints in an early mesolithic bog man. Swedish dental journal 20 / 1-2, 1996, 1-14.","","","2014-05-21 10:01:25.515172",,"

@article{GBV-1595486372,
 author = {Borrman, H. and Engström, E.U. and Alexandersen, V.
and Jonsson, L. and Gerdin, A.-L. and Carlsson, G. E.},
 title = {Dental conditions and temporomandibular joints in an early
mesolithic bog man},
 journal = {Swedish dental journal},
 year = {1996},
 volume = {20},
 number = {1-2},
 pages = {1-14},
}"
231,"Rasmussen 1998","1998","Rassmussen, K. L.","Radiocarbon datings at Ringkloster. Journal of Danish Archaeology 12, 1998, 61-63.","","","2014-05-21 10:04:26.343672",,"@article{GBV-473730537,
 author = {Lund Rasmussen, K.},
 title = {Radiocarbon datings at Ringkloster},
 pages = {61-63},
 year = {1998},
 volume = {12},
 journal = {Journal of Danish Archaeology},
}"
739,"Hallgren 2011","2011","F. Hallgren","The early 'Trichterbecher' of Mälardalen, eastern Central Sweden. Bericht der Römisch-Germanischen Kommission 89, 2011, 111-134.","","2011-11-21 12:28:19.315867","2014-05-21 10:05:49.619738",,"

@article{GBV-77060028X,
 author = {Hallgren, F.},
 title = {The early 'Trichterbecher' of Mälardalen, eastern Central Sweden},
 journal = {Bericht der Römisch-Germanischen Kommission},
 year = {2011},
 volume = {89},
 pages = {111-134},
}"
235,"Skaarup 1973","1973","J. Skaarup","Hesselø-Sølager : Jagdstationen der südskandinavischen Trichterbecherkultur. Arkaeologiske studier 1 (Copenhagen1973).","","","2014-05-21 10:55:53.953596",,"

@book{GBV-271421134,
 author = {Skaarup, J.},
 title = {Hesselø-Sølager : Jagdstationen der südskandinavischen
Trichterbecherkultur},
 year = {1973},
 series = {Arkaeologiske studier},
volume = {1},
 address = {Copenhagen},
 pages = {146 S.},
}"
397,"Larsson 2002","2002","L. Larsson","Monumentala Gravformer i det äldsta Bondesamhället. Report Series 83 (Lund2002).","","","2014-05-21 12:49:32.963188",,"

@book{GBV-474336964,
 editor = {Larsson, Lars},
 title = {Monumentala Gravformer i det äldsta Bondesamhället},
 year = {2002},
 series = {Report Series},
volume = {83},
 address = {Lund},
 }"
222,"Berggren 2007","2007","Å. Berggren","Till och från ett kärr : den arkeologiska undersökningen av Hindbygården. Malmöfynd 17 (Malmö2007).","","","2014-05-21 12:51:01.203869",,"

@book{GBV-530044706,
 author = {Berggren, Åsa},
 title = {Till och från ett kärr : den arkeologiska undersökningen av
Hindbygården},
 year = {2007},
 series = {Malmöfynd},
volume = {17},
 address = {Malmö},
}"
85,"Liversage 1992","1992","Liversage, David","Barkaer : long barrows and settlements. Arkaeologiske studier 9 (Copenhagen1992).","","2010-11-04 12:59:43","2014-05-21 13:18:10.060634",,"
@book{GBV-043715443,
 author = {Liversage, David},
 title = {Barkaer : long barrows and settlements},
 year = {1992},
 series = {Arkaeologiske studier},
volume = {9},
 address = {Copenhagen},
}"
239,"Andersen 1991","1991","S.H. Andersen","Norsminde. A Køkkenmødding with Late Mesolithic and Early Neolithic Occupation. Journal of Danish archaeology 8, 1989, 13-40.","","","2014-05-21 13:39:35.965885",,"@article{GBV-560581327,
 author = {Andersen, Søren H.},
 title = {Norsminde. A Køkkenmødding with Late Mesolithic and Early Neolithic
Occupation},
 journal = {Journal of Danish archaeology},
 year = {1989},
 volume = {8},
 pages = {13-40},
}"
740,"Hartz2011","2011","S. Hartz","From pointed bottom to round and flat bottom - tracking early pottery from Schleswig-Holstein. Bericht der Römisch-Germanischen Kommission 89, 2011, 241-276.","","2011-11-21 15:46:05.959116","2014-05-21 13:44:39.734051",,"@article{GBV-770626106,
 author = {Hartz, Sönke},
 title = {From pointed bottom to round and flat bottom - tracking early
pottery from Schleswig-Holstein},
 journal = {Bericht der Römisch-Germanischen Kommission},
 year = {2011},
 volume = {89},
 pages = {241-276},
}"
741,"Kabaciński et al. 2011","2011","J. Kabaciński, D. Król, T. Terberger","Early pottery from the coastal site Rzucewo, Gulf of Gdańsk (Poland). Bericht der Römisch-Germanischen Kommission 89, 2011, 393-407.","","2011-11-22 11:32:09.550911","2014-05-21 13:45:25.433158",,"

@article{GBV-77066055X,
 author = {Kabaciński, Jacek and Król, Danuta and Terberger, Thomas},
 title = {Early pottery from the coastal site Rzucewo, Gulf of Gdańsk
(Poland)},
 journal = {Bericht der Römisch-Germanischen Kommission},
 year = {2011},
 volume = {89},
 pages = {393-407},
}"
710,"Fritsch1998","1998","B. Fritsch","Die Linearbandkeramische Siedlung Hilzingen ""Forsterbahnried"" und die altneolithische Besiedlung des Hegaus (Rahden/Westf1998).","","2011-10-24 08:17:47.863723","2014-05-21 13:47:39.276845",,"

@book{GBV-308702980,
 author = {Fritsch, Barbara},
 title = {Die Linearbandkeramische Siedlung Hilzingen ""Forsterbahnried"" und
die altneolithische Besiedlung des Hegaus},
 year = {1998},
 address = {Rahden/Westf},
}"
169,"Wechler 1993","1993","Wechler, Hans-Peter","Mesolithikum, Bandkeramik, Trichterbecherkultur : zur Neolithisierung Mittel- und Ostdeutschlands aufgrund vergleichender Untersuchungen zum Silexinventar (Lübstorf1993).","","2010-11-04 12:59:43","2014-05-21 13:52:36.302301",,"

@book{GBV-126747342,
 author = {Wechler, Klaus-Peter},
 title = {Mesolithikum, Bandkeramik, Trichterbecherkultur : zur
Neolithisierung Mittel- und Ostdeutschlands aufgrund vergleichender
Untersuchungen zum Silexinventar},
 year = {1993},
 address = {Lübstorf},
}"
718,"Bronk Ramsey et al.","2000","Bronk Ramsey, C., Pettitt, P. B., Hedges, R. E. M., Hodgins, G. W. L. & Owen D. C.","Radiocarbon dates from the Oxford AMS system: Archaeometry datelist 29. Archaeometry 42 / 1, 2000, 243-254.","","2011-10-25 08:53:34.617347","2014-05-21 13:55:28.862027",,"

@article{GBV-1568836317,
 author = {Ramsey, C.Bronk and Pettitt, P.B. and Hedges, R.E.M. and Hodgins,
G.W.L. and Owen, D.C.},
 title = {Radiocarbon dates from the Oxford AMS system: Archaeometry datelist
29},
 journal = {Archaeometry},
 year = {2000},
 volume = {42},
 number = {1},
 pages = {243-254},
}"
1032,"","","","","","2014-07-01 10:20:48.880308","2014-07-01 10:20:48.880308",,""
67,"Hvass 1978","1978","Hvass, Steen","A house of the Single-Grave Culture Excavated at Vorbasse in Central Jutland. Acta Archaeologica 48, 1978, 219-232.","","2010-11-04 12:59:43","2014-04-09 14:18:38.273686",,"@article{hvass_house_1978,
	title = {A house of the Single-Grave Culture Excavated at Vorbasse in Central Jutland},
	author = {Hvass, Steen},
	year = {1978},
journal = {Acta Archaeologica},
volume = {48},
pages = {219-232}
}"
86,"Löhlein 1998","1998","Löhlein, Wolfgang","Zeugnisse spätneolithischen Bestattungswesens: zu einigen hölzernen Grabkammerbauten aus Württemberg. Fundberichte aus Baden-Württemberg 22/1, 1998, 185-216.","","2010-11-04 12:59:43","2014-04-09 15:39:54.099077",,"@article{GBV-473754169,
 author = {Löhlein, Wolfgang},
 title = {Zeugnisse spätneolithischen Bestattungswesens: zu einigen
hölzernen Grabkammerbauten aus Württemberg},
 pages = {185-216},
 year = {1998},
 volume = {22/1},
 journal = {Fundberichte aus Baden-Württemberg},
}"
770,"Whittle 2011","2011","A. Whittle, F. Healy, A. Bayliss","Gathering time. Dating the early Neolithic enclosures of southern Britain and Ireland 1 (Oxford2011).","","2012-02-01 14:29:41.596693","2014-05-21 10:08:31.071616",,"@book{GBV-672193361,
 author = {Whittle, A.},
 editor = {Healy, F. and Bayliss, A. and Allen, M. J.},
 title = {Gathering time},
 year = {2011},
 volume = {1},
 series = {Dating the early Neolithic enclosures of southern
Britain and Ireland},
 address = {Oxford},

}"
765,"Hartz 1999","1999","S. Hartz","Frühbäuerliche Küstenbesiedlung im westlichen Teil der Oldenburger Grabenniederung (Wangels LA 505): ein Vorbericht. Offa 54/55, 1999, 19-41.","","2012-01-13 11:51:21.167677","2014-05-21 10:58:32.039875",,"

@article{GBV-473943530,
 author = {Hartz, Sönke},
 title = {Frühbäuerliche Küstenbesiedlung im westlichen Teil der
Oldenburger Grabenniederung (Wangels LA 505): ein Vorbericht},
 journal = {Offa},
 year = {1999},
 volume = {54/55},
 pages = {19-41},
}"
285,"Hulthen & Welinder 1981","1981","B. Hulthen, S. Welinder","A stone age economy. Theses and papers in North-European archaeology 11 (Lund1981).","","","2014-05-21 11:07:22.079496",,"

@book{GBV-316020079,
 author = {Hulthén, Birgitta and Welinder, Stig},
 editor = {Bartholin, Thomas S.},
 title = {A stone age economy},
 year = {1981},
 series = {Theses and papers in North-European archaeology},
volume = {11},
 address = {Lund},
 pages = {265 S},
}"
409,"Segerberg m fl 1991","1991","A. Segerberg, G. Possnert, B. Arrhenius, K. Liden","Ceramic chronology in view of 14C-datings. Laborativ arkeologi 5, 1991, 83-91.","","","2014-05-21 11:55:21.920039",,"

@article{GBV-473747030,
 author = {Lidén, Kerstin and Segerberg, Ann and Possnert, Göran},
 editor = {Arrhenius, Birgit},
 title = {Ceramic chronology in view of 14C-datings},
 pages = {83-91},
 year = {1991},
 volume = {5},
journal = {Laborativ arkeologi},
}"
404,"Eriksson 2003","2003","G. Eriksson","Norm and difference : Stone Age dietary practice in the Baltic region. Theses and Papers in Scientific Archaeology 5 (Stockholm2003).","","","2014-05-21 11:58:39.410638",,"

@book{GBV-390378003,
 author = {Eriksson, Gunilla},
 title = {Norm and difference : Stone Age dietary practice in the Baltic
region},
series = {Theses and Papers in Scientific Archaeology},
volume = {5},
 year = {2003},
 address = {Stockholm},
}"
324,"Strömberg 1975","1975","M. Strömberg","Studien zu einem Gräberfeld in Löderup (Jungneolithikum bis römische Kaiserzeit) : Grabsitte - Kontinuität - Sozialstruktur. Acta Archaeologica Lundensia : Series in 8°  ; 10 (Bonn1975).","","","2014-05-21 12:07:48.071625",,"

@book{GBV-219438420,
 author = {Strömberg, Märta},
 title = {Studien zu einem Gräberfeld in Löderup (Jungneolithikum bis
römische Kaiserzeit) : Grabsitte - Kontinuität - Sozialstruktur},
 year = {1975},
 series = {Acta Archaeologica Lundensia : Series in 8°  ; 10},
 address = {Bonn},
}"
284,"Strömberg 1971","1971","M. Strömberg","Die Megalithgräber von Hagestad : zur Problematik von Grabbauten und Grabriten. Acta archaeologica Lundensia : Series in octavo 9 (Bonn [u. a.]1971).","","","2014-05-21 12:18:30.629321",,"

@book{GBV-196846536,
 author = {Strömberg, Märta},
 editor = {Lepiksaar, J.},
 title = {Die Megalithgräber von Hagestad : zur Problematik von Grabbauten
und Grabriten},
 year = {1971},
 series = {Acta archaeologica Lundensia : Series in octavo},
volume = {9},
 address = {Bonn [u. a.]},
}"
754,"Eliasson/Kishonti2003","2003","L. Eliasson, I. Kishonti","Öresundsförbindelsen : Lockarp 7B. In: , Öresundsförbindelsen / rapport över arkeologisk slutundersökning. Rapport / Malmö Kulturmiljö 17 (Malmö2003).","","2011-12-13 12:13:26.585297","2014-05-21 12:29:47.858814",,"@inbook{GBV-385428901,
 author = {Eliasson, Laila and Kishonti, Ingela},
 title = {Öresundsförbindelsen : Lockarp 7B},
 year = {2003},
booktitle = {Öresundsförbindelsen / rapport över arkeologisk
slutundersökning},
 series = {Rapport / Malmö Kulturmiljö},
volume = {17},
 address = {Malmö},
}"
353,"Janzon 1974","1974","G.O. Janzon","Gotlands mellanneolitiska gravar (Stockholm1974).","","","2014-05-21 13:16:39.939666",,"

@book{GBV-16520463X,
 author = {Janzon, Gunborg O.},
 title = {Gotlands mellanneolitiska gravar},
 year = {1974},
 address = {Stockholm},
}"
730,"Verbruggen 1992","1992","Verbruggen, M.","Geoarchaeological prospection of the Rommertsdonk. In: . Analecta Praehistorica Leidensia 25 (1992) 117-128.","","2011-11-10 15:43:29.068794","2014-05-21 13:23:46.810341",,"@inbook{GBV-473648628,
 author = {Verbruggen, M.},
 title = {Geoarchaeological prospection of the Rommertsdonk},
 pages = {117-128},
 year = {1992},
 volume = {25},
series = {Analecta Praehistorica Leidensia}
}"
986,"Whittle et al. 1992","1992","Whittle, A and Atkinson, RJC and Chambers, R and Thomas, N and HARMAN, M","Excavations in the Neolithic and Bronze Age complex at Dorchester-on-Thames, Oxfordshire, 1947-1952 and 1981.","","2014-06-11 13:19:20.999093","2014-06-11 13:19:20.999093",,"@inproceedings{whittle1992excavations,
  title={Excavations in the Neolithic and Bronze Age complex at Dorchester-on-Thames, Oxfordshire, 1947-1952 and 1981},
  author={Whittle, A and Atkinson, RJC and Chambers, R and Thomas, N and HARMAN, M},
  booktitle={Proceedings of the Prehistoric Society},
  volume={58},
  pages={143--201},
  year={1992},
  organization={Prehistoric Society}
}"
987,"Timby et al. 2005","2005","Timby, J and Stansbie, D and Norton, A and Welsh, K","Excavations along the Newbury reinforcement pipeline: Iron Age-Roman activity and a Neolithic pit group.","","2014-06-11 13:39:14.005599","2014-06-11 13:39:14.005599",,"@misc{timby2005excavations,
  title={Excavations along the Newbury reinforcement pipeline: Iron Age-Roman activity and a Neolithic pit group},
  author={Timby, J and Stansbie, D and Norton, A and Welsh, K},
  year={2005},
  publisher={Oxoniensia}
}"
1370,"Forenbaher/Miracle 2005","2005","Forenbaher, Sta{\v{s}}o and Miracle, Preston T","The spread of farming in the Eastern Adriatic. Antiquity 79 / 305, 2005, 514--528.","","2015-07-07 10:14:27.830187","2015-07-07 10:14:27.830187",,"@article{forenbaher2005spread,
  title={The spread of farming in the Eastern Adriatic},
  author={Forenbaher, Sta{\v{s}}o and Miracle, Preston T},
  journal={Antiquity},
  volume={79},
  number={305},
  pages={514--528},
  year={2005},
  publisher={Cambridge Univ Press}
}"
769,"Mischka 2007","2007","D. Mischka, W. Dörfler, P. Grootes, D. Heinrich, J. Müller, O. Nelle","Die neolithische Feuchtbodensiedlung Bad Oldesloe-Wolkenwehe LA 154 : Vorbericht zu den Untersuchungen 2006. Offa 61/62, 2007, 25-63.","","2012-02-01 11:56:22.287402","2014-05-21 10:52:34.154043",,"

@article{GBV-586083693,
 author = {Mischka, D. and Dörfler, W. and Grootes, P. and
Heinrich, D. and Müller, J. and Nelle, O.},
 title = {Die neolithische Feuchtbodensiedlung Bad Oldesloe-Wolkenwehe LA 154
: Vorbericht zu den Untersuchungen 2006},
 journal = {Offa},
 year = {2007},
 volume = {61/62},
 pages = {25-63},
}"
71,"Jørgensen 1977","1977","Jørgensen, Erik","Hagebrogård - Vroue - Koldkur: neolithische Gräberfelder aus Nordwest-Jütland. Arkaeologiske studier / Institute of prehistoric archaeology, University of Copenhagen / 4 (København1977).","","2010-11-04 12:59:43","2014-04-09 14:33:14.00133",,"@book{jorgensen_hagebrogard_1977,
	address = {København},
	title = {Hagebrogård - Vroue - Koldkur: neolithische Gräberfelder aus Nordwest-Jütland},
	isbn = {8750017195 9788750017196},
	author = {Jørgensen, Erik and Becker, Carl Johan and Genge, Heinz},
	year = {1977},
series = {Arkaeologiske studier / Institute of prehistoric archaeology, University of Copenhagen},
number = {4}
}"
75,"Koch 1994","1994","Koch, Julia","","","2010-11-04 12:59:43","2014-04-09 14:42:28.957422",,""
213,"Bagge & Kaelas 1950","1950","A. Bagge, L. Kaelas","Die Funde aus Dolmen und Ganggräbern in Schonen, Schweden. 1: das Härad Villand. Kungl. Vitterhets Historie och Antikvitets Akademien (Stockholm1950).","","","2014-05-21 11:36:52.325743",,"
@book{GBV-474287734,
 author = {Bagge, Axel and Kaelas, Lili},
 title = {Die Funde aus Dolmen und Ganggräbern in Schonen, Schweden. 1: das
Härad Villand},
 publisher = {Wahlström & Widstrand},
 year = {1950},
 series = {Kungl. Vitterhets Historie och Antikvitets Akademien},
 address = {Stockholm},

}"
345,"Löfstrand 1974","1974","L. Löfstrand","Yngre stenålderns kustboplatser : undersökningarna vid Äs och studier i den gropkeramiska kulturens kronologi och ekologi (Uppsala1974).","","","2014-05-21 12:06:07.745071",,"
@book{GBV-115572279,
 author = {Löfstrand, Lars},
 title = {Yngre stenålderns kustboplatser : undersökningarna vid Äs och
studier i den gropkeramiska kulturens kronologi och ekologi},
 year = {1974},
 address = {Uppsala},
}"
308,"Wyszomirska 1988","1988","B. Wyszomirska","Ekonomisk stabilitet vid kusten : Nymölla III. en tidigneolitisk bosättning med fångstekonomi i nordöstra Skåne. Acta archaeologica Lundensia : Series in 8o / 17 (Lund1988).","","","2014-05-21 12:15:46.313264",,"@book{GBV-272469475,
 author = {Wyszomirska, Boz̀ena},
 title = {Ekonomisk stabilitet vid kusten : Nymölla III. en tidigneolitisk
bosättning med fångstekonomi i nordöstra Skåne},
 year = {1988},
 series = {Acta archaeologica Lundensia : Series in 8o},
number = {17},
 address = {Lund},
}"
753,"Tennander2005","2005","K. Tennander","Öresundsförbindelsen : Fredriksberg 13E-F. In: , Öresundsförbindelsen / rapport över arkeologiska
 förundersökningar. Rapport / Malmö Kulturmiljö 25 (Malmö2005).","","2011-12-13 12:09:04.717721","2014-05-21 12:27:31.506568",,"

@inbook{GBV-508628628,
 author = {Tennander, Karin},
 title = {Öresundsförbindelsen : Fredriksberg 13E-F},
 year = {2005},
 booktitle = {Öresundsförbindelsen / rapport över arkeologiska
förundersökningar},
 series = {Rapport / Malmö Kulturmiljö},
volume = {25},
 address = {Malmö},
}"
